customer_id,name,email,region,segment,signup_date
C01886,Crystal Young,brian16@example.net,West,Regular,2024-11-05
C01887,Angela Willis,johnsonapril@example.org,West,New,2022-04-06
C01888,Randall Williams,thomas47@example.com,West,Regular,2023-05-24
C01889,Dennis Roberts,taylorjacob@example.net,West,Regular,2024-04-16
C01890,Ashley Ellis,troberts@example.com,Southwest,Regular,2022-11-25
C01891,Samuel Lee,mejiabilly@example.net,Southwest,New,2024-01-05
C01892,Norma Ballard,joshuaweber@example.com,Midwest,New,2022-12-29
C01893,Cheryl Jackson,iaustin@example.com,West,VIP,2022-03-15
C01894,Michael Rangel,barretterika@example.com,Southeast,New,2024-03-12
C01895,Katherine Norris,wheelerjose@example.org,Northeast,New,2022-09-11
C01896,Jonathan Taylor,scarpenter@example.org,Midwest,Regular,2022-12-17
C01897,Karen Anderson,chapmanjason@example.com,Southwest,Regular,2023-03-26
C01898,Rita Chen,kirbytiffany@example.org,Southwest,New,2022-11-27
C01899,Erik Adkins,chad27@example.org,Southeast,Regular,2024-10-30
C01900,Kelly Rosario,sarahbaker@example.net,Northeast,Regular,2024-05-03
C01901,Julie Taylor,lwaters@example.net,Midwest,At-Risk,2022-07-13
C01902,Natasha Beltran,ajohnston@example.com,Midwest,At-Risk,2022-11-09
C01903,Ashley Alexander,rogerserin@example.com,Midwest,New,2023-12-10
C01904,Lisa Bennett,jasongarcia@example.org,Southeast,VIP,2024-06-18
C01905,Jo Smith,kenneth28@example.com,Midwest,Regular,2023-08-21
C01906,Cynthia Edwards,esmith@example.com,Southwest,Regular,2022-03-21
C01907,Mrs. Vanessa Bridges,michaeljames@example.net,Midwest,VIP,2024-05-11
C01908,Brian Marsh,rebecca65@example.com,Midwest,New,2024-02-12
C01909,Nicole Harrell,maureenperez@example.org,Midwest,VIP,2022-03-18
C01910,Margaret Anderson,porterjesus@example.org,West,Regular,2023-07-19
C01911,Dr. Scott Riddle,griffinamy@example.net,Midwest,VIP,2022-03-03
C01912,Scott Singh,tracey84@example.com,Southeast,Regular,2022-12-08
C01913,Wendy Vargas,jbeard@example.com,West,VIP,2023-03-18
C01914,Melissa Potter,kayla76@example.org,Midwest,VIP,2023-06-23
C01915,Charlene Clark,ymiller@example.com,Midwest,Regular,2024-07-06
C01916,Chase Hoffman,steven91@example.com,Southwest,Regular,2022-11-03
C01917,James Deleon,juliabranch@example.com,Midwest,Regular,2024-05-06
C01918,Ashley Harris,nancy48@example.net,Southwest,Regular,2022-10-04
C01919,Teresa Brown,yangcharles@example.org,Midwest,Regular,2024-06-14
C01920,Diane Nelson,gibsonlisa@example.org,Southeast,Regular,2022-10-25
C01921,Mr. Ronald Miller,natasha34@example.com,Northeast,Regular,2024-11-16
C01922,Latasha Kennedy,randalldarryl@example.net,Midwest,New,2022-10-30
C01923,Jose Hall,edwardschristine@example.net,Midwest,At-Risk,2023-07-29
C01924,Jeremiah Morris,john30@example.net,West,Regular,2024-12-02
C01925,Kaitlyn Garcia,peterskelly@example.com,Midwest,Regular,2022-12-12
C01926,John Garza,thomas31@example.org,Southwest,At-Risk,2022-07-06
C01927,David Allen,ghebert@example.org,West,New,2022-06-03
C01928,Joshua Bryan,bradley53@example.net,Southeast,Regular,2022-02-06
C01929,Karina Camacho,elizabethjohnson@example.net,Northeast,Regular,2023-11-01
C01930,Monica Hobbs,jessewilson@example.org,Midwest,New,2023-12-06
C01931,Jerome Johnson,johnjones@example.net,Midwest,Regular,2024-06-25
C01932,Patricia Hartman,corey49@example.com,Southeast,Regular,2023-12-10
C01933,Mrs. Terri Hanson,harold71@example.org,Midwest,Regular,2023-11-10
C01934,Allen Cuevas,shurst@example.net,Southwest,Regular,2023-06-23
C01935,Willie Valdez,bryanthompson@example.org,Midwest,Regular,2024-08-21
C01936,Renee Jones DDS,jsheppard@example.org,Northeast,Regular,2024-05-02
C01937,Barbara Taylor,hsmith@example.com,Midwest,Regular,2023-06-04
C01938,Justin Romero,vanessa52@example.net,West,Regular,2022-02-27
C01939,Adam Smith,hallen@example.org,West,VIP,2024-06-14
C01940,Jacob Vargas III,lisa09@example.org,Southeast,Regular,2022-02-15
C01941,Terri Miller,owilliamson@example.com,Southwest,At-Risk,2023-05-22
C01942,Joshua Lawson,loweamanda@example.org,Southeast,VIP,2023-11-07
C01943,Matthew Weaver,amber74@example.com,Northeast,Regular,2023-06-13
C01944,Sabrina Bishop,timothymarshall@example.org,Midwest,Regular,2024-04-29
C01945,Bradley Harris,floresjoseph@example.org,West,At-Risk,2024-04-11
C01946,Sarah Atkins,gutierrezmichael@example.net,Midwest,Regular,2024-07-14
C01947,Jerry Benson,romandwayne@example.net,Southeast,Regular,2023-09-11
C01948,Connie Graham,desiree80@example.org,Southwest,Regular,2023-03-27
C01949,Kevin Davis,michael99@example.net,Northeast,Regular,2022-04-04
C01950,Shannon Ford,stevenperez@example.org,West,Regular,2023-03-03
C01951,Judith Stone,danielswayne@example.com,Midwest,Regular,2023-04-05
C01952,Gregory Robertson,donaldhenry@example.net,Midwest,Regular,2024-10-11
C01953,Mary Diaz,ilewis@example.com,Southwest,Regular,2024-09-19
C01954,Meghan Powell,paynemichael@example.com,Northeast,Regular,2022-02-18
C01955,Jason Adams,gpatton@example.org,West,Regular,2024-04-05
C01956,Christina Weaver,ramirezerin@example.org,Midwest,Regular,2024-12-09
C01957,Stephanie Stewart,edward76@example.com,Southwest,At-Risk,2023-03-28
C01958,Christine Wright,ltaylor@example.org,Midwest,Regular,2022-01-30
C01959,Donna Garrison,renee35@example.com,Northeast,At-Risk,2024-06-20
C01960,Alexandra Anderson,qrobinson@example.com,West,Regular,2023-09-05
C01961,Stacey Marquez,natashaberry@example.com,Northeast,Regular,2024-07-18
C01962,Thomas Kline,parkerpamela@example.net,Northeast,Regular,2023-07-06
C01963,Amber Walton,johnjohnson@example.net,Southwest,Regular,2024-02-16
C01964,Steven White,kaylastewart@example.net,West,Regular,2023-02-13
C01965,Austin Richards,samuel51@example.com,Southwest,At-Risk,2023-10-18
C01966,Sally Park,bjohnson@example.net,Northeast,Regular,2023-12-21
C01967,Erin Woodward,thomasmeghan@example.com,Southeast,At-Risk,2023-04-16
C01968,Sarah Mathews,fordmichael@example.com,Midwest,Regular,2023-10-16
C01969,Nathan Lynn,wrightrobert@example.org,Southeast,Regular,2024-04-01
C01970,Benjamin Baker,clarkderrick@example.net,West,Regular,2023-03-04
C01971,Benjamin Fox,xbrown@example.com,Midwest,Regular,2023-04-08
C01972,Dana Castillo,candice68@example.net,Southeast,Regular,2023-08-05
C01973,Joanne Reyes,kelly66@example.org,Southwest,Regular,2022-09-06
C01974,Karen Roberts,brandyrodriguez@example.net,Southwest,New,2024-11-27
C01975,Robert Stephenson,wendycollins@example.net,West,Regular,2024-01-04
C01976,Jessica Haley,emily23@example.com,Midwest,Regular,2022-11-02
C01977,Joyce Walters,gfisher@example.com,Southwest,Regular,2024-09-11
C01978,Charles Bennett,johnsonsamuel@example.org,West,New,2024-04-14
C01979,William Cruz,stephaniepeterson@example.org,West,Regular,2024-10-23
C01980,Brian Navarro,nancymunoz@example.com,Southwest,Regular,2022-01-02
C01981,Jennifer Summers,kyle51@example.org,West,Regular,2024-03-12
C01982,Sarah Smith,odixon@example.org,West,Regular,2023-05-07
C01983,Justin Wilkerson,franktaylor@example.com,Southeast,New,2023-05-10
C01984,Andrea Rasmussen MD,belljason@example.net,Midwest,Regular,2024-11-18
C01985,Miss Barbara Kelley,larryrobinson@example.com,Southwest,Regular,2022-06-28
C01986,Samuel Stein,hector57@example.net,Southeast,Regular,2024-03-20
C01987,Kevin Ellis,justinweaver@example.com,Midwest,VIP,2024-09-30
C01988,Brendan Carey,katelyn72@example.com,West,Regular,2022-06-21
C01989,Katie Evans,brownjohn@example.com,Northeast,Regular,2023-01-30
C01990,April Montgomery,luke49@example.com,Southeast,New,2023-03-01
C01991,Megan Gonzales,ericfaulkner@example.org,Southeast,Regular,2022-09-04
C01992,Summer Perez,geraldharris@example.com,Southeast,Regular,2022-03-19
C01993,Fernando Bates,tyler85@example.net,Southwest,Regular,2023-04-15
C01994,Richard Webster,farmstrong@example.org,Southeast,Regular,2023-09-20
C01995,William Whitaker,allisonbean@example.com,Northeast,New,2022-09-21
C01996,Stacy Johnson,sawyercharles@example.com,Southwest,At-Risk,2022-11-23
C01997,Frank Mendez,rodneyvargas@example.org,Northeast,At-Risk,2022-12-01
C01998,Sandra Jacobs,sarabaker@example.com,Southeast,Regular,2023-09-23
C01999,Dawn Patel,lewisangela@example.net,Southeast,Regular,2022-11-15
C02000,Karen Schmidt,kbaxter@example.org,Northeast,Regular,2022-03-03
C02001,Karen Walters,moorebrian@example.net,West,Regular,2022-09-15
C02002,Carly Wagner,ewilliams@example.com,West,Regular,2023-02-05
C02003,Courtney Graham,ihiggins@example.com,Midwest,New,2024-04-06
C02004,Joseph Gomez,julietaylor@example.net,West,Regular,2022-02-28
C02005,Alan Miller,cathystewart@example.net,Southwest,New,2024-08-03
C02006,Keith Carter,wjohnston@example.org,Northeast,Regular,2024-12-08
C02007,Sophia Herring,marshallaaron@example.com,Midwest,Regular,2024-01-03
C02008,Austin Sanchez,michael23@example.net,West,Regular,2023-11-05
C02009,Sarah Butler,richardsonbarbara@example.org,West,At-Risk,2024-06-06
C02010,Karen Nunez,oyoung@example.net,Northeast,Regular,2023-01-03
C02011,Patricia Sanders,alicia39@example.org,Midwest,Regular,2022-02-14
C02012,Nicholas Perez,james44@example.com,West,Regular,2022-10-20
C02013,Katelyn Norman,amberboyd@example.com,Midwest,Regular,2022-12-11
C02014,Mallory Lucas,anthony09@example.org,Southwest,Regular,2023-04-02
C02015,Linda Reeves,aaronflowers@example.com,Southwest,Regular,2022-06-17
C02016,Matthew Lewis,sonyareed@example.org,Northeast,New,2023-05-15
C02017,Richard Gonzales,mchapman@example.org,Midwest,At-Risk,2024-05-19
C02018,Shane Hill,dave59@example.net,Midwest,Regular,2024-10-17
C02019,Adam Vasquez,williemorris@example.com,Midwest,New,2024-12-23
C02020,Sophia Stone,ramoswayne@example.org,Southwest,Regular,2022-05-29
C02021,Gina Parks,leeashley@example.com,Northeast,VIP,2023-12-09
C02022,Brenda Terry,shenry@example.net,Southwest,New,2022-08-18
C02023,Hunter Anderson,myersvickie@example.com,West,VIP,2022-03-01
C02024,David Johnson,megan46@example.net,Southeast,New,2022-10-15
C02025,Jeffrey Fletcher,cbaldwin@example.org,West,Regular,2022-09-14
C02026,Richard Huynh,parsonselizabeth@example.com,Northeast,Regular,2022-11-17
C02027,Michael Wilson,ronald25@example.net,Northeast,Regular,2022-05-06
C02028,Erin Lee,thomas20@example.com,Southwest,Regular,2023-06-28
C02029,Jason Baldwin,andersonamanda@example.com,Southeast,Regular,2023-11-14
C02030,John Allen,cynthia45@example.net,Midwest,VIP,2022-11-18
C02031,Brian Simpson,heidibrown@example.com,Midwest,Regular,2024-12-28
C02032,Angela Santos,maria89@example.net,Midwest,Regular,2024-12-30
C02033,Cynthia Morrow,nicole23@example.net,Southwest,Regular,2024-07-17
C02034,Ryan Leon,brian49@example.org,Northeast,Regular,2022-12-29
C02035,Sheri Johnson,adrian71@example.net,Southeast,New,2023-10-04
C02036,Bianca Ramirez,mary13@example.net,Northeast,Regular,2022-04-03
C02037,Tiffany Phillips,snelson@example.org,Southwest,New,2022-04-16
C02038,Carolyn Townsend,rachel80@example.org,Southwest,Regular,2023-10-27
C02039,Shane Fritz,gibsonadam@example.com,Southeast,Regular,2022-08-28
C02040,Stacey Cooper,uholloway@example.net,Southwest,New,2022-08-25
C02041,Desiree Smith,joseph59@example.net,Northeast,Regular,2024-07-16
C02042,Lisa Griffin,david98@example.com,West,Regular,2022-05-22
C02043,Eric Lewis,swarren@example.org,West,Regular,2022-09-14
C02044,Stephanie Cunningham,robinsonbrandon@example.com,Southwest,Regular,2022-08-19
C02045,Christine Contreras,allenjessica@example.com,West,Regular,2023-09-21
C02046,Kristen Arellano,kara84@example.com,Northeast,Regular,2024-11-11
C02047,Jesus Jones,chadnash@example.com,Northeast,New,2023-02-19
C02048,Stephen Riley,omarfreeman@example.com,Midwest,Regular,2022-05-13
C02049,Lisa Morton,jameshenson@example.net,Northeast,Regular,2023-09-02
C02050,Eric Burton,steven10@example.net,West,Regular,2024-03-18
C02051,Tracy Frost,rogersalicia@example.org,Northeast,Regular,2024-09-29
C02052,Bryan Thompson,courtneyclarke@example.org,Midwest,Regular,2023-10-31
C02053,Donna Collier,thomas32@example.com,Northeast,Regular,2024-07-09
C02054,Leslie Nolan,vdavis@example.org,Southeast,Regular,2024-03-22
C02055,Michael Knight,vincentjacobs@example.com,Midwest,Regular,2024-10-04
C02056,Heather Roy,kristaboyd@example.org,Northeast,Regular,2023-07-27
C02057,Crystal Tate,pwheeler@example.net,Southeast,Regular,2023-08-18
C02058,Mackenzie Johnson,kimberly38@example.net,Southwest,New,2024-05-09
C02059,Robert Bush,matthewglover@example.org,Southeast,Regular,2022-07-11
C02060,Michelle Stewart,zgonzales@example.org,Southwest,New,2022-05-04
C02061,Joshua Hill,sandrakelly@example.net,Northeast,Regular,2022-08-19
C02062,Thomas Clark,rhonda90@example.com,Midwest,Regular,2022-12-04
C02063,Heather Shelton,duranstephanie@example.org,Northeast,Regular,2023-12-27
C02064,David Brown,bradleyalan@example.org,Southeast,Regular,2022-02-12
C02065,Mary Johnson,jesse95@example.com,Midwest,Regular,2023-11-09
C02066,Jason Waller,hartmanjennifer@example.org,Midwest,Regular,2022-12-02
C02067,Mr. Jason Miller II,jwalker@example.org,Midwest,Regular,2023-08-17
C02068,Erik Diaz,cassiebennett@example.org,West,New,2023-05-24
C02069,Connie Mcdonald,bolson@example.org,Southwest,New,2024-07-26
C02070,Alex Roth,fullerbreanna@example.org,West,Regular,2024-05-05
C02071,Theresa Scott,rioslarry@example.com,Northeast,Regular,2024-03-18
C02072,Justin Smith,rogersrhonda@example.net,Southeast,Regular,2023-08-18
C02073,Roger Conrad,prusso@example.org,Southeast,Regular,2022-10-20
C02074,Michael Lopez,pwilson@example.com,Northeast,Regular,2022-04-02
C02075,Alejandro White,kimberly14@example.com,West,At-Risk,2022-10-14
C02076,Andrea Harper,lauragamble@example.org,Southeast,Regular,2023-07-18
C02077,Norman Schultz,cnelson@example.com,Midwest,New,2022-11-19
C02078,Robert Cox,mary10@example.net,Southeast,Regular,2024-10-13
C02079,Mark Clark,ofoster@example.net,Northeast,At-Risk,2022-03-31
C02080,Michael Salazar,wilsonaaron@example.com,Southeast,At-Risk,2023-07-17
C02081,Whitney Smith,rachel05@example.com,West,Regular,2023-12-16
C02082,Melanie White,emilymedina@example.net,West,Regular,2022-05-15
C02083,Bryan Kennedy,evansevan@example.org,Southwest,Regular,2022-03-13
C02084,Christopher Owens MD,amandaochoa@example.com,Southeast,Regular,2023-06-17
C02085,Clifford Davis,ylucas@example.org,Southeast,At-Risk,2024-11-24
C02086,Jill Riley,jamie72@example.com,West,New,2023-10-10
C02087,Morgan Scott,kyle24@example.com,Southeast,Regular,2024-03-03
C02088,Kimberly Houston,stephen45@example.com,Southwest,Regular,2022-12-01
C02089,Meghan Nicholson,igray@example.net,Midwest,Regular,2022-08-15
C02090,Ryan Frye,bushryan@example.net,Midwest,Regular,2024-03-22
C02091,Elizabeth Duran,johnsoncharles@example.net,Southwest,Regular,2022-02-16
C02092,Larry Waters,andrea53@example.org,Southeast,New,2022-05-31
C02093,Melissa Johnson,jonathanhayes@example.net,Southeast,New,2022-08-21
C02094,Gregory Smith,johnsondavid@example.org,West,Regular,2023-11-04
C02095,Elizabeth Shea,hdavis@example.net,Northeast,Regular,2023-07-02
C02096,Stacey Patel,fcastillo@example.com,Southeast,Regular,2024-08-20
C02097,Tyler Craig,kfriedman@example.net,Southeast,Regular,2024-05-09
C02098,Todd Taylor,john59@example.org,West,New,2024-04-27
C02099,Wayne Richardson,daniellehernandez@example.com,Southwest,Regular,2023-07-19
C02100,Stephanie Walton,lopezrandall@example.net,Northeast,Regular,2024-09-12
C02101,Connor Tapia,alexander91@example.org,Southwest,Regular,2022-04-27
C02102,Carol Lopez,dmercado@example.org,Southeast,Regular,2023-01-31
C02103,John Marks,stacylee@example.com,Northeast,Regular,2023-11-11
C02104,James Hernandez,omurphy@example.org,Northeast,Regular,2023-12-21
C02105,Jennifer Lopez,debraschmitt@example.com,Northeast,VIP,2024-02-27
C02106,Crystal Miles,jay60@example.com,West,Regular,2022-03-09
C02107,Stacie Salazar DDS,qhenderson@example.com,West,Regular,2024-01-04
C02108,Carly Townsend,hernandezchristian@example.com,Southwest,New,2024-09-03
C02109,Linda Aguilar,jessica43@example.net,Midwest,Regular,2023-05-25
C02110,Ellen Noble,ihernandez@example.net,Southeast,Regular,2024-09-08
C02111,John Martinez,fosterrebecca@example.org,Northeast,Regular,2024-01-17
C02112,Ryan Gonzalez,taylorscott@example.net,Midwest,New,2023-02-14
C02113,Sonia Riley,rebeccamcclain@example.com,Southwest,Regular,2024-05-23
C02114,Joseph Johnson,josephcampbell@example.org,Southwest,Regular,2022-11-22
C02115,Jessica Anderson,dandrews@example.org,Midwest,At-Risk,2022-02-04
C02116,Joyce Mcdonald,mleach@example.org,Southwest,Regular,2023-12-23
C02117,Phillip Morrow,matthewsdeborah@example.org,Midwest,Regular,2023-10-16
C02118,Michael Bailey,ashleyjenkins@example.net,Northeast,Regular,2023-07-26
C02119,Julie Castillo MD,jessedixon@example.net,Midwest,Regular,2022-01-21
C02120,Nicholas Myers,judithrich@example.com,West,Regular,2022-10-02
C02121,Dylan Chang,brooksbrian@example.net,Southeast,New,2022-01-31
C02122,Terry Hammond,ojohnson@example.org,Southwest,Regular,2022-11-30
C02123,Jennifer Jones,davenportbrandon@example.net,West,At-Risk,2023-03-08
C02124,Dean Gross,scottbonilla@example.com,Northeast,VIP,2023-03-03
C02125,Audrey Rogers,samanthaglover@example.com,Southeast,Regular,2023-04-23
C02126,Lindsey Mills,vle@example.net,Southeast,Regular,2024-05-11
C02127,Billy Harper,maryfox@example.org,West,VIP,2024-01-18
C02128,Mary Perkins,floresgabrielle@example.net,Northeast,Regular,2023-03-23
C02129,Justin Smith Jr.,schwartztimothy@example.com,Southwest,Regular,2022-10-24
C02130,Mary Walsh,daniel56@example.org,Northeast,Regular,2022-03-10
C02131,Terry Lopez,vramos@example.com,Southeast,Regular,2022-01-15
C02132,Amy Smith,zachary87@example.net,Southwest,Regular,2023-05-27
C02133,Pamela Hernandez,brittanyhernandez@example.com,Midwest,Regular,2022-07-27
C02134,Edward Hughes,johnross@example.com,Northeast,Regular,2024-11-13
C02135,James Thompson,qball@example.net,Southeast,Regular,2024-10-22
C02136,Rebecca Mccarthy,scottjacobs@example.net,Northeast,Regular,2022-07-15
C02137,Ashlee Perkins,zimmermanmichael@example.net,Southwest,New,2022-07-08
C02138,Robert Smith,amywilliams@example.net,Southwest,Regular,2023-02-03
C02139,Jerry Evans,awilliams@example.com,Southwest,Regular,2023-01-29
C02140,Stephanie Smith,moconnell@example.com,Northeast,Regular,2023-11-16
C02141,James Robinson,sandrapierce@example.com,Midwest,VIP,2022-02-23
C02142,Walter Kim,charles92@example.org,Southwest,At-Risk,2022-11-06
C02143,Levi Guzman,matthew92@example.net,Northeast,Regular,2022-04-05
C02144,Linda Richardson,schwartzdarlene@example.net,Southeast,VIP,2023-02-21
C02145,Dustin Miller,huffjennifer@example.com,Southwest,Regular,2022-02-24
C02146,Robert Anderson,patriciarodriguez@example.com,Midwest,Regular,2023-12-27
C02147,John Marshall,michaelgeorge@example.net,Southeast,Regular,2023-03-08
C02148,Kenneth Allen,thompsonsandra@example.com,Northeast,Regular,2024-08-20
C02149,Brian Newton,james71@example.org,Southwest,Regular,2024-04-24
C02150,Tiffany Watts,christineanderson@example.net,West,Regular,2023-08-12
C02151,Howard Webb,whitneyholmes@example.com,Midwest,New,2023-01-05
C02152,Karen Howard,benjamin59@example.org,West,Regular,2022-02-12
C02153,Raymond Jarvis,mphillips@example.com,Midwest,Regular,2023-07-25
C02154,Amber White,brettburch@example.com,West,Regular,2023-06-28
C02155,Lisa Ingram,gregorycruz@example.com,Southeast,New,2024-09-05
C02156,Colleen Carter,emiller@example.org,Southwest,Regular,2022-09-15
C02157,Leah Whitaker,richardphelps@example.net,Midwest,At-Risk,2024-11-28
C02158,Brian Hayes,donald83@example.com,Midwest,Regular,2024-04-29
C02159,Scott Sullivan,maxaguirre@example.net,Southwest,Regular,2024-09-27
C02160,Michael Contreras,cantumelvin@example.org,Southwest,Regular,2023-11-05
C02161,Emily Thompson,jill88@example.com,West,Regular,2023-08-31
C02162,Kayla Ramirez,scott93@example.com,West,At-Risk,2024-08-19
C02163,Steven Miranda,jbeck@example.org,West,Regular,2022-06-07
C02164,Roy James,trichardson@example.net,West,Regular,2023-09-08
C02165,Jessica Brady,natalieclarke@example.net,Southeast,Regular,2024-10-24
C02166,Ronald Guzman,pattersonashley@example.com,Midwest,Regular,2024-02-19
C02167,Stacy Roberts,christiangray@example.net,Southwest,New,2023-03-26
C02168,Brandon Fisher,markpreston@example.org,West,At-Risk,2022-03-11
C02169,Joshua French,bradleyanderson@example.net,Southeast,Regular,2023-02-08
C02170,Mr. Steven Gutierrez,lucasalexander@example.com,Midwest,Regular,2023-02-27
C02171,Anita Oneal,lsimpson@example.com,Southeast,VIP,2023-07-12
C02172,Natasha Koch,fjackson@example.net,Southwest,Regular,2022-05-30
C02173,Scott Gray,awilson@example.com,West,Regular,2024-07-17
C02174,Pamela Smith,tzuniga@example.org,Southwest,Regular,2023-10-20
C02175,Katherine Savage,lmorales@example.net,Southeast,Regular,2022-01-30
C02176,Andrew Wilson,jgoodman@example.com,West,Regular,2023-03-27
C02177,Jordan Williams,fpatel@example.net,Southeast,New,2023-04-16
C02178,Lucas Wilson,wilcoxmelissa@example.org,Southeast,Regular,2024-12-28
C02179,Stephanie Warren,browningcurtis@example.org,Southwest,At-Risk,2022-09-10
C02180,Cassandra Wallace,stevenwright@example.com,Midwest,Regular,2022-01-21
C02181,Barbara Parker,mistyshelton@example.net,Southeast,VIP,2024-02-27
C02182,Joseph Barnett,afleming@example.com,Northeast,Regular,2024-01-02
C02183,Michael Morton,pamelamorris@example.org,West,Regular,2024-04-10
C02184,Cheryl Robertson,harrisdaniel@example.net,Midwest,Regular,2024-09-20
C02185,Robert Wright,btaylor@example.net,Midwest,At-Risk,2024-01-10
C02186,Diana Brown,carpenterjeffrey@example.com,West,Regular,2023-09-21
C02187,David Harris,charlesschneider@example.net,Midwest,Regular,2023-06-23
C02188,Shane Chambers,galexander@example.com,Southeast,VIP,2023-05-28
C02189,Alan Rodriguez,chenisaiah@example.org,West,Regular,2024-06-30
C02190,Monica Garcia,ssimpson@example.com,Northeast,Regular,2022-04-11
C02191,Jason Gaines,nathanrojas@example.com,Midwest,At-Risk,2023-08-16
C02192,James Medina,brittany17@example.org,Southeast,Regular,2024-11-17
C02193,Carrie Barnett,jasonanderson@example.net,Southwest,Regular,2024-06-12
C02194,Steven Mcdonald,williamestrada@example.net,Northeast,Regular,2022-10-04
C02195,Jacob Richards,richard32@example.org,Southwest,Regular,2024-01-15
C02196,Stephanie Kennedy,kurt99@example.com,Northeast,New,2023-07-20
C02197,Johnathan Sanchez,hernandezblake@example.net,Southeast,Regular,2023-07-15
C02198,Dennis Smith,cookanthony@example.org,Southeast,Regular,2023-06-12
C02199,Lisa Cohen,ashley41@example.com,Northeast,Regular,2022-03-22
C02200,Stacey Ryan,hallrobert@example.net,Midwest,Regular,2022-05-01
C02201,Ian Manning,megan80@example.com,Southeast,Regular,2023-07-21
C02202,Corey Simmons,sandovalcharles@example.com,Midwest,VIP,2022-06-07
C02203,Derek Knight,lisawilson@example.net,Southwest,At-Risk,2023-11-08
C02204,Lisa Gibson,serranomichael@example.org,Northeast,Regular,2022-07-17
C02205,Robert Mack,matthew85@example.org,Southeast,At-Risk,2023-12-05
C02206,Melissa Mitchell,garciarobin@example.org,Southeast,At-Risk,2023-12-04
C02207,Nathaniel Dunlap,debbie88@example.net,Midwest,VIP,2023-11-20
C02208,Andrew Clark,angela83@example.net,Northeast,VIP,2024-10-12
C02209,Eric Perkins,angela86@example.org,Midwest,VIP,2024-05-11
C02210,Christian Roberson,misty61@example.org,Southeast,At-Risk,2022-04-06
C02211,Kayla Alexander,slee@example.com,Northeast,New,2022-05-24
C02212,Mr. Todd Hunt,brownvanessa@example.net,Southeast,Regular,2022-06-22
C02213,Victor Phillips,martinkaren@example.net,Southwest,Regular,2023-08-11
C02214,Veronica Pineda,chelseahall@example.net,Southeast,Regular,2024-07-15
C02215,Becky Tucker,rossmark@example.com,Midwest,Regular,2023-05-17
C02216,Michael Allison II,brian76@example.net,West,Regular,2022-10-10
C02217,Diana Mcgee,beth85@example.org,Midwest,New,2022-06-15
C02218,Mariah Patel,rgilbert@example.net,Southwest,Regular,2024-08-02
C02219,Dennis Lara,sherryharris@example.com,West,New,2022-05-02
C02220,Brian Campbell,wmarsh@example.com,Southwest,Regular,2022-10-15
C02221,Lawrence Cherry,melissadougherty@example.com,West,Regular,2022-07-27
C02222,Michael Gonzales,jwest@example.net,Southwest,Regular,2024-10-20
C02223,Tara Weiss,angelaholland@example.net,Southwest,Regular,2023-12-13
C02224,Benjamin Spencer,fatkins@example.org,Southeast,Regular,2024-03-03
C02225,Jacqueline Evans,josephhale@example.net,West,Regular,2022-08-10
C02226,David Kelley,mark32@example.org,Southwest,Regular,2023-12-23
C02227,Alexander Lewis,michaelcook@example.net,West,Regular,2024-05-18
C02228,Nathan Allen,molly79@example.org,West,Regular,2024-01-14
C02229,Benjamin Williams,shawnwebb@example.org,Southeast,Regular,2022-01-20
C02230,Timothy Mccann,johnsonrebecca@example.org,Southwest,New,2024-09-01
C02231,Howard Thomas,jennifer97@example.org,West,Regular,2023-02-16
C02232,Ryan Hartman,patrick39@example.org,Northeast,Regular,2024-10-25
C02233,Jennifer Barnes,omartinez@example.org,West,Regular,2022-09-26
C02234,Christina Miller,bobbygarcia@example.com,Southeast,Regular,2024-12-29
C02235,Sarah Morgan,zachary13@example.net,West,Regular,2022-06-26
C02236,Deborah Smith,brewersamantha@example.org,Midwest,Regular,2024-12-26
C02237,Christopher Tucker,ubooth@example.com,Southwest,Regular,2024-12-27
C02238,Phillip Jones,ehansen@example.net,Southwest,Regular,2024-03-12
C02239,Dennis Turner,coxcrystal@example.org,West,New,2022-07-28
C02240,Joshua Brown,markwilson@example.com,West,Regular,2023-04-16
C02241,Cheryl Bauer,dmyers@example.com,Midwest,Regular,2024-01-08
C02242,Vanessa Brooks,carol01@example.com,West,Regular,2024-11-19
C02243,Jody Baldwin,castanedakathryn@example.com,Northeast,Regular,2022-09-23
C02244,Donald Lester MD,mullinsmatthew@example.org,West,Regular,2023-01-20
C02245,Carrie Smith,andrewcamacho@example.com,Southwest,Regular,2022-12-14
C02246,Wesley Alvarado,cameronallen@example.org,Midwest,Regular,2023-01-09
C02247,Joseph Howard,hansenderek@example.com,Southeast,VIP,2023-11-16
C02248,Tamara Jenkins,kellytammy@example.net,West,Regular,2022-08-06
C02249,Edward Le,heather61@example.net,Southeast,Regular,2022-09-21
C02250,Stephanie Kerr,jamiedominguez@example.net,West,At-Risk,2024-11-23
C02251,Grant Delgado,todd55@example.org,Midwest,Regular,2024-09-29
C02252,Heather Kelly,courtney47@example.com,Southwest,Regular,2024-12-02
C02253,Luis Fitzgerald,rodriguezheather@example.org,Southwest,New,2024-06-30
C02254,Evan Lopez,tiffany13@example.org,Midwest,Regular,2022-05-27
C02255,Alexander Collins,uryan@example.net,Southeast,Regular,2022-01-09
C02256,Lisa Roberts,rprice@example.net,Northeast,Regular,2022-07-12
C02257,Kayla Garcia,christopherrivera@example.com,Southwest,Regular,2022-08-08
